,Title,Body,Rating
431,"
Wish I had bought one sooner
","

  I have wanted a portable monitor for a few years now and finally got one as a Christmas gift. I am really happy with this monitor, especially for the price. It was easy to set up with my MacBook and came with a screen protector. The size is perfect for the work that I do, which consists of having multiple programs open at the same time.

",5.0
432,"
Great monitor!
","


            Your browser does not support HTML5 video.
        


   I love this monitor! It’s the perfect size and weight. I had never owned one of these before so I wasn’t sure exactly what to expect but especially for the money I was very pleased with the quality.

",5.0
433,"
Excellent external screen for pc and phones
","

  In love with this external mat finished screen, it  works great with my Samsung phone and screen quality is awesome . It came with multiple cables ready to go .

",5.0
434,"
does not have a save parameter function
","

  The usb-c to usb-c port does not have a save parameter function, the brightness and volume will be reseted.However, if I support power via another usb c port, I can save parameter function.Monitor is very good to use portably.

",4.0
435,"
Cover is useless as a stand
","

  It sucks. Will no stay locked in the groove, and if you barely touch it, the screen falls down.

",3.0
436,"
Good work tool!
","

  I am using this with my iPad Pro (hoping iPad OS soon supports true dual screen) and it has been an excellent screen! The ratio works well with multitasking and having two documents side by side. I’d recommend it!

",5.0
437,"
Great portable monitor for the price
","

  It's thin and easy to carry in my backpack with my laptop and connects super easily

",5.0
438,"
Great clarity, picture quality looks great.
","

  Out of the box this thing feels and looks great! Pictures quality is good, brightness is A+, and I really enjoy how my computer powers this screen via USB-C without it needing to be plugged in somewhere. 10/10 would recommend.

",5.0
439,"
Best screen ever!
","

  The monitor is so sleek. I can’t believe it came with a screen cover, case, and all of the necessary supplies to protect my device. I can’t wait to bring with me everywhere I travel.

",5.0
440,"
Exactly what I was looking for
","

  Needed another monitor as I am a computer developer. Having this is essential. Has been easy to take with me to the library and setting up there.

",5.0
441,"
Good portable monitor
","

  Just received this monitor as a gift.  Great addition for a portable office.  As a test I ran it just off my laptop battery. Worked for 2 1/2 hours and it only used 60% of the battery from my laptop.  Easy hookup.  Very convenient. Fits great in my computer bag.  Good quality graphics.

",5.0
442,"
Awesome product
","

  I purchased this monitor to have duel monitors for my surface pro.  It worked great.  Easy setup.  Plug and go.  Great product.

",5.0
443,"
Ideal for travelers
","

  I purchased this monitor as a means of being productive while traveling for work. It fits in my backpack easily and connects to my TB docking station with ease. I recommend this for anyone who wants to stay productive but have easy means of travel without wanting to bring along a full monitor and stand. Very helpful.

",5.0
444,"
Great portable screen
","

  Great portable size and picture for gaming.

",5.0
445,"
Great value for the price
","


            Your browser does not support HTML5 video.
        


   This monitor is a great value for the money.  The picture quality is excellent and it has made working from home so much better!  Much easier to see my work than using my laptop screen.

",5.0
446,"
Easy, seamless setup with great picture + sound!
","

  This was extremely easy to setup with my mac laptop. Having this additional screen makes such a difference! Working day to day on two screens saves me so much time. The sound and picture on this screen is beautiful and works seamlessly with my mac laptop!

",5.0
447,"
Perfect monitor for travel
","

  I got this monitor so I can have dual screens for my laptop when I travel for work.  It does the job nicely and has a crisp, clear picture.  The protective case that it comes with is a nice bonus

",5.0
448,"
Great device
","

  I use this for first time yesterday to present to a potential customer, it was a amazing. Customer was pleased by the innovative method and device.

",5.0
449,"
Great customer service!
","

  Very satisfied with my purchase! The customer service I received was extraordinary. If you need a portable monitor, look no further!! This one is the best.

",5.0
450,"
Excellent!
","

  This is a great product. Works beautifully. It was a gift for my father and he has nothing but the best things to say about it.

",5.0
451,"
Good. Comfortable
","

  Good portable monitor. Samsung dex is working well. I used this monitor as second monitor with company laptop. My eye is more comfortable

",5.0
452,"
Worked immediately no set up.
","

  plug and play and adds a nice way to be more mobile

",5.0
453,"
Easy set up
","

  The screen is great for using at home and using at work.  Easy set up with great picture quality!

",5.0
454,"
Great size monitor
","

  The quality on this monitor is great easy to use and great for coffeshop wokring.

",5.0
455,"
Good portable monitor
","

  Good picture quality and it can handle heavy graphics games.

",5.0
456,"
Clarity of the monitor
","

  Excellent monitor.  Slim, light weight and very clear

",5.0
457,"
Nice size, easy to connect, very portable, backpack-able
","

  Connected to Surface Pro 3 using mini display to HDMI adapter, no issues.

",5.0
458,"
Excellent portable monitor
","

  Great monitor, very portable.  Outstanding customer service.

",5.0
459,"
works really great
","

  Great product!!!

",5.0
460,"
Light weight
","

  Great product for working on the go!

",5.0
461,"
Awesome
","

  Great portable monitor

",5.0
462,"
Great product
","

  Fantastic product

",5.0
463,"
So far, good portable panel
","

  Purchased this a bit ago for me to use when performing middle of the night maintenance windows (I am a systems engineer) that I need to be in another room so my wife can sleep, as well as for travel on the road. I have used it for hours at a time, and it has done pretty well so far. I have previously used my iPad with Duet to have a second monitor, but as i get older, things get harder to read when they are smaller.First used it on a MBP with USB-C, and the Mac powered it without needing supplemental power. Resolution was good, it's still a touch blurry (I have been fiddling with settings), and it had a blueish tint to it until I adjusted color. I am going to run my Spyder color calibrator on it to see if I can get it a bit better.My wife used it next on an older MBP with HDMI. It worked on her system as well - again, a bit of blueish tint we tried to adjust out (got most of it out). She absconded it for herself for her online volunteer training she does, as well as for her online music lessons.Have also plugged it into iPhone and iPad, and those also work. I have also plugged it into a Raspberry Pi 3, and it also worked in that configuration (using the supplied HDMI to HDMI-mini cable and the power supply).Speed is good - there is no lag to it at all. The stand, while it works, is a bit thin and needs a bit more tabs or something to keep the panel in position (it can get bumped out a bit easy). The speakers are kind of a joke...I don't know why they add speakers to these things (they have added speakers to some of my regular monitors as well, and they sound horrible). The monitor itself looks pretty solid - hopefully it will last. The plugs can be a bit loose, but not too bad.I purchased another one for myself, but a different brand. I want to see if the color is better.

",5.0
464,"
I'm a huge techie
","

  As the title says, I'm a huge techie and a big gamer. I have used top-quality computer devices since high school. Even as we speak, I have 2 top of the line monitors (one not being used). I dislike using multiple monitor setup because I like to have my one main monitor sitting in the center. However, only using 1 monitor is a huge hit on productivity. This is where this little gem steps in. It is the size of a tablet, so it's small enough to sit on the side of my desk without me having to move around my main monitor.So far, I'm very impressed with this portable monitor. Its bezels are thin enough that the product isn't bloated in size compared to its screen size. The picture is clear and although the color is a bit washed out compared to my main monitor, I wouldn't expect same performance from something that costs a fraction of my main monitor.This will also come in super handy when I need to show presentations from my phone to my business partners.All in all, I'm very impressed and I'm glad I bought this. It seems like a quality product and although I do not know how it will hold up long-term wise, I don't see why it will all of a sudden fall apart.PS - I wrote this review with the browser on this portable monitor haha

",5.0
465,"
A WOW for it's greatness!!
","

  Lets be straight: the picture quality, the design, those included cables, even the speaker amazed me!!I bought it for my small warehouse as well as the portability when I travel. After I connected it with my laptop, the sharpness and brightness and vividness of the display really exceeded my expectations sooo much! I would say it is not less amazing than any of those well branded products in the market! Of course, with a better price! Although the speaker is not the type you can enjoy high quality music or dolby sound effect etc, it is already at my expectation for simple youtube video purposes.I would say considering the price point it's at, it's definitely a great product worth the money and will amaze you after you unbox it.

",5.0
466,"
fantastic!
","

  I'm a teacher working from home to teach my students virtually. This monitor is making that job bearable. First, this is a beautiful piece, really sleek lines, nice color and excellent case/stand. Secondly, this is a GREAT monitor! The colors are vivid and images are crisp. I have it connected to a laptop with a 4K display and I can't tell the difference between the two screens. I have had a portable monitor before, but this one even has speakers with independent volume control. I could not be more pleased with this and may need to order another one if virtual school drags on much longer.

",5.0
467,"
Works with my phone. Yay!!!
","

  I have a OnePlus 7 Pro smartphone and I purchased this monitor hoping it would work with my phone to watch movies. I am happy to report that it works! I connected the USB C to my phone and then to the USB C on the monitor, turned the monitor on and unlocked my phone and my phone screen image was showing on the monitor. Yay! I immediately went into Google photos and played a video I recorded and it played on the monitor. I then tried Netflix, Prime Video, and my YouTube app and all 3 played movies. Anything you see on your phone screen appears on the monitor so it can be used for internet, gaming, emails, movies, etc..  I'm so happy that this monitor works with my phone. It was so simple to connect and use right out of the box. The screen image is crystal clear with a beautiful picture. Sound is decent, but has an outlet so I can connect external speakers. This is an amazing monitor at a great price. Since it's thin and light weight I'm going to take it with me when I'm away from home. Highly recommend!

",5.0
468,"
Useful for Work, For Gaming, For Entertainment
","

  This monitor has been one of my favorite purchases so far. I've found many uses for it ranging from work, gaming, or just general entertainment.First, this monitor basically plugs into and works with most devices. I've connected it to my work laptop, my personal laptop, cellphones, and gaming systems and have had no issues getting it to work with any of these. The picture is great and depending on the device you connect it functions either as an extended screen for a laptop, as a mirrored screen for a phone for a larger picture, or as a monitor for a gaming system. Just make sure you go into your laptop display settings to set it to extended screen. The monitor is not touch screen and does not rotate its picture when you rotate the monitor but that was expected when I bought it and is a non issue.Second, it comes with several cords you will need for connecting it to other devices - mini hdmi to hdmi, type C/type C cable, as well as a type C/usb power cable and adapter because unfortunately it does not have its own internal battery. You can either connect it to another device or to an outlet to power it. It will run off of  the laptop or phone battery however the picture will not be as bright running off of a phone battery. Also, you will need an adapter to make a connection with iphones as there is no lightning cable connections. When using it on iphones you will also need to accept it as a trusted device. Everything else I've used it on didn't require you to do this. Since I use it on the go, I power the monitor through a portable power bank which works really well. The monitor does not drain the battery fast. If you have your phone connected to the monitor while it is plugged in to an outlet or portable power bank, your phone may also charge in the process.The best way to get everything to work is to make all of your connections to the monitor and then plug your device in last - laptop, phone, gaming system, etc. The monitor should automatically power on when either connecting to a powered on system. The monitor does have its own speakers which work well. It does have a headphone jack but if you have a phone or device plugged in where you can use bluetooth headphones they will still work, you just need to reconnect them after connecting the monitor.

",5.0
469,"
A great monitor!
","


            Your browser does not support HTML5 video.
        


   A great monitor!I connect this monitor to my laptop and set the mode. (User guide) Very easy and works great. (See photos) . So,I can see different windows at the same time.Also, I can extend my phone screen and play videos and movies, anywhere.So surprise!! Whatever the color display or performance.  (See photos)Brightness is excellent even if watching a movie in the dark.Full HD and resolution let the image true to life.Only 1.7lbs. Not to say about lightweight, and easy to carry around.Comprehensive my user experience, l love it.Just one point, I think it features 3 upgraded stable ports is not enough, better extra  one port, in case,one day this port is not working in the future.In the end, I can't say that is the best choice (I don't own another brand yet), but it is a good value for money.

",5.0
470,"
Great portable monitor
","

  I needed portable monitor for my work and this looks good fit for my use.As you can see in my picture, I have Microsoft Surface Pro and it is little too small.I thought about using a regular monitor but since lots of people is sharing a office, that wouldn't be a good idea.Picture quality is very good. WAY better than I expected. Also it comes with a screen protector. what a great addition.My surface is not powerful enough to power up the screen and that is why I used HDMI.If you have a laptop with USB-C, you only need usb-c to usb-c cable.This screen is very thin. I have a Asus monitor and this is little thicker than Asus.I have a picture to compare those monitors and you can see they have almost same thickness.one more thing. all cables are included so I didn't have to buy any cables to use this monitor.Really good choice if you need a portable monitor with HDMI.

",5.0
471,"
IN LOVE!! Amazing Monitor!!!
","


            Your browser does not support HTML5 video.
        


   After fooling myself with a small monitor I bought off of Mercari I decided to get an additional monitor I could actually see while using doing work. This monitor came up as a lightning deal in my search, I jumped on it and I'm soo glad I did!! This baby is BIG and I'm loving it!My husband and I did a test and hooked it up to the Nintendo Switch and it worked very well! Then I set up my work laptop and my personal laptop and everything syncs perfectly! I tell you I have zero issues with this monitor and it's the first day I'm using it.Will have to say make sure you get a good stand to hold it up and you are golden!

",5.0
472,"
Great portable monitor!
","

  I bought this portable monitor on Prime Day. My husband and I work from home and want to be able to travel and work remotely, but we both need a second monitor (he bought one too). This monitor is great. It's extremely easy to set up and works with a single USB-C cable on my HP laptop and my husband's Mac. We also tried it on an ASUS laptop and Chromebook and it works with no drivers or downloads with the provided cables. The picture is bright and clear! It's also extremely lightweight but feels really solidly made. The included smart cover doubles as the stand. and attaches magnetically to the display. I highly recommend the KYY K3 monitor (this is the model number), It was also very well packaged. I could not be happier with this purchase!

",5.0
473,"
nice one
","

  Recently I started to trade in stocks. I configured two monitors of different brands for my laptop. It took more than a month. During the period, I connected the video to the mobile phone and used it with the game console. Finally, I connected to the laptop.  Easy to use, the screen is very good, the clarity is very high, the best choice for watching stocks, the two brands of display screens are very good for comparison, it is worth buying, if you are like me, stocks and draws

",5.0
474,"
Perfect for virtual classroom
","

  This is a really nice 2nd monitor! Came with everything I needed to connect it to my HP Laptop including a power cord. I'm in the unfortunate situation where I'm being forced to teach remotely and this is definitely helping out. I can check my assignments in this monitor while looking at my students in the computer monitor. The instructions were almost perfect, I had to do a little self discovery to get it to work but it wasn't difficult. My son wasn't impressed with the 2 monitors, he was impressed I was able to set it up so right there says how easy it was

",5.0
475,"
Great monitor!!
","

  I have worked from for nearly a year, I have 2 24” monitors in the office, but have been making due with my 13” Mac laptop!  I haven’t purchased an additional monitor because I don’t like the thought of the traditional monitor setup..  this monitor is great, it’s just as slim as my laptop, easily fits in my laptop back and works great, literally plug and go!  This was on sale, with an additional $20 coupon so for $120 it was extra awesome!!

",5.0
476,"
Amazing quality for a low price.
","

  I am an animator/graphic design artist and my current laptop does not have a great color display, so I purchased this monitor and, wow--the color and monitor quality overall is outstanding and exceeded my expectations. Stunning graphics and quality.Not only is it portable and thin, but it's also very fast and has a wonderful processing speed for my needs. There was no issue setting it up as it was very easy and simple to do. Overall, its display is fantastic and can literally be used as if it was another high performing computer, which is a perfect!I'm highly pleased with this investment and I would recommend this to anyone looking for a cheap and worth-the-money monitor.

",5.0
477,"
One of the Best investment of the past month
","

  I decided to travel to a couple of places this summer while working from home. My company sent me an external monitor to use but is too big to fit into my luggage when travel. After researching for hours on Amazon for portable monitors, I decided to pick this relatively cheap one. It is one of the lightest ones I could find, still with great reviews. I have used it for almost a month daily with no issues. The case/ stand that came with it is a bit flimsy but I bought another cheap stand on Amazon that works well with the monitor. Super impressed and having an extra screen really help boost my productivity.

",5.0
478,"
Love it & worth it!
","

  Have been researching for a while for an “on-the-go” secondary monitor - and this is it! It met all of my wants and needs, especially as a student. It’s light weight, has clear images and quality, and honestly increases my work efficiency. I also enjoy that it has its own speaker. The only downside is that there are lots of cords running through it and if you power the monitor through laptop it can drain your battery very quickly. But plugging it into an outlet or using your computer charger simultaneously can take care of the issue, no problem. I love this monitor and highly recommend it! Great quality especially for the price!

",5.0
479,"
Awesome Portable Monitor!
","

  This portable monitor is a great mobile alternative to multiple screen display! The display itself is larger than my laptop and I honestly prefer it over the actual laptop screen. Solid and functional case and all the connections work great! The power connection works perfectly with my think pads power so as long as laptop is charged, screen doesn’t need power source. Especially now that working from home is more common, this is a very great option to have multiple monitors with you outside of the office.

",5.0
480,"
Good Monitor
","

  This is a good monitor for the money. It was a little tricky to set up the display, but I had the same trouble when setting up the hdmi monitor for my computer as well. My laptop required an HDMI display adapter. But once I plugged it in, it powered up and works just like another monitor. I am happy with my purchase

",5.0
481,"
KYY K3 Portable Monitor
","

  I received the product a couple weeks ago, and it has been working very well since I got it. I wasn't familiar with the brand, but I took the chance on it. I opened the package and was delighted to find out that a case and screen protector was included, and it was very helpful! Additionally, they also included an mini-HDMI to HDMI for my laptop, a USB-C to USB-C (for power), and another cable for direct power (if you don't use the USB-C power delivery option) The settings were a little finnicky to deal with but after that, the colors were great! The screen is actually beyond my expectations. For the price I paid, I would say that this is an excellent deal if it will hold up. Two screens are a game changer! Would purchase from this company again in the future.

",5.0
482,"
Sleek and brilliant display
","

  I was very impressed by the clarity of the display.  It's very light, slim, and comes with a cover/stand that's a little tricky to set up correctly at first.  All the necessary cables for any situation/set-up are included.  Happy to be able to enjoy the portability of my Switch with a bigger and bright monitor!

",5.0
483,"
Perfect for working from home
","


            Your browser does not support HTML5 video.
        


   This is perfect for anyone working from home. I love that I can take it to any room in the house and it requires little time to set up you just plug it in and it’s ready to go. The monitor comes with everything you need for it to be set up, including all the cables that are needed to connect to your computer. It comes with a USB-C cable and an HDMI cable. The monitor also has speakers which makes it really nice if you have meetings. So far I love it and I would recommend it to anybody who works from home it is a must have especially if you work with multiple windows this is perfect and makes your day is so much easier.

",5.0
484,"
Bright, clear and portable!
","

  Had a portable monitor before but brightness is subpar. This monitor actually has decent brightness and good picture quality. Being able to drive the monitor with a single USB-C cable is a huge plus for me because the USB-C cable provides both power and video signal to the monitor and you won't need an extra cable for power(yes, my old monitor needs two cables). Build quality is good with metal housing and the included magnetic cover is easy to use. The integrated speakers need some improvement, but who need those anyway. Overall, a solid monitor to carry around with my laptop.

",5.0
485,"
Perfect for a portable 2nd screen!
","

  Working remotely has been nice, but working in my home office isn't always as flexible as I could be. Now I have a portable second monitor that easy travels with me. I can work in my kitchen, or in our camper, and now have the extra monitor to work with. No issues connecting, is light, and display is clear and bright enough to easily read from website or Excel spreadsheets. Would buy again and recommend!

",5.0
486,"
About 1 month of daily use, and really happy with this monitor
","

  Bought this to replace an ASUS MB MB169B+ Monitor, that failed after 5 years.I like the size, picture, connectivity, and case (although I think the case could be just a little better when used as a stand for viewing).  I only hope this lasts as long as the ASUS monitor.

",5.0
487,"
Great for an RV/van!
","

  We installed it in our camper van today.  Powers up great with 12v DC via USB! Low power usage, perfect for an RV/camper.Great picture, bright and crisp and visible from a wide angle.I was surprised that the speakers are actually alright.  Somewhat quiet, which was expected, but clear sound and totally usable in the small space.We haven't done a lot with it yet, but the Switch works great over USB C! We aren't pro gamers or anything but it felt responsive enough.Overall very pleased! Great quality for the price.

",5.0
488,"
Exactly what you'd want
","

  It's a monitor that is extremely portable, without sacrificing picture quality. I actually bought it to be USB-C<=>USB-C on my macbook air, which only has USB-C ports, but because it has other options like HDMI, I have the option to switch should I decide to add another monitor to my set up. Only concern is that the case/cover doesn't work that well as a vertical stand, but in 2 weeks of use the monitor hasn't fallen over yet, so it does work effectively.

",5.0
489,"
Bright,Lightweight ,and Crystal Clear Image.
","

  This Monitor Is Great for gaming ,Watching Videos or as a Second Computer Monitor ..Color and britness are Really Good ,Built in speakers are Not the Greatest But they are not bad aswell  ,All in all Great Portable Monitor To take with you anywhere ,lightweight Too 👍 I have Tryed between 2 Differnent portable Monitors Brands and so Far KYY Has Succeeded To be the better Monitor ..Between Price $$$ and Quality This Is a good Buy ,cost a Little lest then Other similar monitors Would recommend Giving this one a GO.

",5.0
490,"
Excellent quality product highly recommend
","

  This monitor exceeds my expectations. Was looking for a second monitor to use with my laptop to view additional windows on my screen. This product offered what I was expecting and more. Comes with all the cables needed, screen protector and retractable cover that is also used as a stand. The screen is the perfect size for what I need; it is nice and wide. I am also pleased with the quality of the built-in speaker. This is light a portable to take along with my laptop as needed. I recommend this product to anyone looking for a versatile external display.

",5.0
491,"
If you are connecting to a MacBook Pro -- Beaware the USB-C cable in the box wont work!
","

  The USB-C cable in the box is not rated as a Thunderbolt 3 cable and wont send power/signal to the K3 monitor..  the monitor will go into a ""power save"" mode.

",4.0
492,"
Great add-on to Surface!
","

  I was looking for a portable monitor for my surface on the go. This monitor is slim, light weight and easy to carry. I was able to use the USB C cable connect the monitor to the Surface without additional power source. The picture is very crispy on word/excel/movies. Highly recommend for anyone who are looking for a high quality portable monitor!

",5.0
493,"
Better then what i expected
","

  A present for my brother.. He likes it very much. Also specially sent a picture to say. He put the portable monitor in his coffee shop. You can put it anywhere. It is very convenient to carry.. The pixels are clearer. It can completely replace the bulky computer monitor. It can be used as a tablet.

",5.0
494,"
Exceeded my expectations
","

  So far this screen has exceeded my expectations. I bought it for my son to use for gaming so I went with one that wasn't very pricey but not also didn't want to buy the cheapest one I found. I was happy with the price and when it came in I got the chance to play on it with my phone and use it to watch my shows from my phone etc. . . Now I have to buy another in the near future bc I want one!!!! Also would make a good tv screen for long trips in the car if you have little ones.

",5.0
495,"
Great Christmas Gift
","


            Your browser does not support HTML5 video.
        


   This item is a must have for an amazing Christmas Gift!  I  actually ended up buying one for my self and my 2 sons!  The quality is impeccable!  I strongly recommend.  Just take a look at the video!

",5.0
496,"
Exactly what I needed!
","

  What a great monitor!  I was looking for a monitor that could travel with me and give me an extended monitor with my laptop and this was perfect.  It has a bright and colorful display, easy connections and very easy to use.  It folds up small and fits in my laptop bag along with my laptop.  I highly recommend it to anyone who zooms or needs an extended monitor.

",5.0
497,"
Solid monitor for the price
","

  Lots to like about this monitor.  Comes bundled with a magnetic cover stand which makes it easy to pack away and protect the screen.  Comes with a screen protector that you can put on if you're worried about the screen given its more intended for constant traveling/packing.  Monitor supports USB-C (power+display) OR hdmi + separate power to give some options for connectivity.  Haven't used it for gaming, but its limited to 60Hz so I'd say this is mostly for work which I planned to use it for.

",5.0
498,"
Very HD and great compatibility
","

  I connected this monitor to my hp laptop, and it works great with it! When they say its HD, they mean HD, and truly the picture quality is amazing. Also, I have it as an extensions and I love that there is no lagging, glitches, nor is it slow when I drag my tabs over, unlike other monitors I've had in the past. This was a great purchase and I'm sure you'd love it as well! 10/10 would definitely recommend.

",5.0
499,"
Lightweight, Portable
","

  No issues with it so far and I've had it for about a month! Works as a great light double screen for my day to day work crunching data. The set up of the backing is a little confusing than first but other than that I've had no problems with the screen at all.

",5.0
500,"
Uses c type charger, instead of a hard to get cord.
","

  Thoroughly impressed with this monitor. Delivered on time, came with magnetic protective case that doubles as a stand, screen protector, HDMI cord, power cord with adapter, and double need type-C cord. Works great screen sharing with my Note 20 Ultra, and also well connected to my phone- can be used as a separate device (use any app on monitor while still being able to use phone). Worth the buy!

",5.0
501,"
Great external monitor
","

  Using this monitor as a replacement screen for a company issued Dell that has screen issues.  Works great, price was great, and so far is rock solid.  Highly recommended.

",5.0
502,"
Amazing product!!!
","

  All I have to say is WOW! This product is amazing! Packaging was beautiful! And the monitor even more gorgeous!!!! No driver needed!!! Amazing!!!!

",5.0
503,"
Monitor
","

  This product is amazing !!!! I wish I could get more products from this seller! I love how the monitor is easy to use and fits perfect on my laptop bag whenever I have to travel for work. I recommend this product if you’re in need of multiple screen. Most likely will purchase another one.

",5.0
504,"
Everything is working fine under DEX
","

  I am using my Samsung note 10 with this portable  monitor to replace my personal PC. Everything is working fine under DEX. Even wireless under ScreenBeam 2. Couldn't be more happy. If touch screen  will be better, but it cost a lot more....

",5.0
505,"
Great first impression!
","

  I’ve just gotten my monitor. I work remotely and would like to have a second monitor for when I travel (lol what a dream!) and a third monitor when at home. My company forbid installing software so this is the perfect fit. I emailed customer service and they responded very quickly (thank you Cassie)! Overall, very excited.

",5.0
506,"
Must Buy
","

  Item arrived on time and monitor is perfect for my laptop because of the charger passthrough USB-C cable. Really good build quality and screen brightness are perfect. I would have to say that this is a perfect buy rather than rep[lacing your laptop display or a portable monitor in genera

",5.0
507,"
Good For My Mini PC And Tv Box
","

  I bought the portable monitor major use for my mini pc, instead my old monitor.the monitor very  light and thin.when I bringing my kid to trips can use tv box and this monitor play movie on the my car for my kid watch.the 1080pixel is very clear for pictures,so like the product.

",5.0
508,"
Great portable monitor - easy to set up, lightweight and good quality
","

  The monitor is great - easy to carry ad move around because of its lightweight. The screen quality is Full HD with versatile colors. The delivery was on time as well!A great product overall!

",5.0
509,"
Great for what it's made for
","

  I was looking for a portable monitor for home/school use with laptops, as well as a potential monitor for game consoles.  This product is great for both. Picture is nice and clear, speakers are decent.  For the price and portability I'll give it 5 stars.

",5.0
510,"
Pretty nice portable monitor!
","

  Received the monitor in the next day and really like it. Easy to set up and connect to my Surface pro 7 with only 1 USB-C cable. More convenient when I study, doing homework need to open multiple tabs. Lightweight easy to caring around.

",5.0
511,"
It could be better
","

  The graphic is greatPortability amazingThe audio needs improvement

",5.0
512,"
Great portable monitor
","

  Great monitor for working while traveling. Easy to connect and nice and compact.

",5.0
513,"
Very useful and excellent quality
","

  The product quality as a whole is great! It's very useful and so lightweight. It sits right next to my laptop, which i use for dual screens now and ideal for travelling with. Wish I bought sooner! Excellent product.

",5.0
514,"
Great quality
","

  Great quality, easy to setup and use! Huge display.

",5.0
515,"
Exactly what I need does what it says it does
","

  Awesome great picture

",5.0
516,"
A great, portable external monitor.
","

  This is a great monitor. It hooks up quickly and easily. It includes all the cords needed plus a carry case (that is also a stand) and a protective film for the screen. The picture quality is great.

",5.0
517,"
Surprisingly lightweight
","

  I am really impressed at how light it is, fits in my backpack with my laptop and I’m good to go to work in coffee shops or wherever I like. This serves my purposes well! No complaints so far.

",5.0
518,"
Great portable monitor!
","

  Great buy. . Excellent picture quality and great second monitor form my Mac Air.Highly recommended.

",5.0
519,"
As pictured, great size
","

  Perfect size for a messenger bag. My daughter loved its size and quality

",5.0
520,"
Great product!
","

  The picture quality is fantastic! So clear and concise. Everything about this is great!

",5.0
521,"
Good buy
","

  Great quality product for the price. I use it as a second monitor to my laptop and also to play PS4 on the go. Great buy!

",5.0
522,"
Excellent value for money.
","

  I like the quality of the monitor. Very good quality for money.

",5.0
523,"
product is as advertised
","

  the monitor arrived on time and in perfect condition. set up was simple and the quality of construction is exceptional.

",5.0
524,"
Best monitor out there
","

  Picture qualityBrightnessValue for the money

",5.0
525,"
Wanted to love this portable monitor
","

  I was looking for a decent sized and quality portable monitor to pair with my work laptop.  The size is great and all metal frame gives this monitor a good feel, but the screen quality just isn't there.  I thought it was average to begin with but it seemed to deteriorate over time, making it difficult to read text for any length of time.  As a result, I had to return.  If they can upgrade the quality of the screen, I'd be back in, but can't recommend this one at this time.

",2.0
526,"
Big screen
","

  First of all, the size is awesome! I almost thought it was overkill. I didn’t expect it to be so big. I got this monitor as a gift so that I would be able to watch movies when I travel on a bigger screen versus on my phone, where I have tons of movies stored.I am going to write this review because I wish someone wrote one more specific on how to use it with an iPhone. After numerous attempts and trial and error, I finally got it to work. The key is, you will need an adapter,  lightning to hdmi. And you have to use the apple version, not a generic brand. I know it cost a little bit more, but if you don’t use the apple adapter, your movies won’t be able to play because of copyright. Even the ones you have downloaded or the ones on your Apple TV app.If you want it to be completely portable, you have to use a power bank. Otherwise you have to plug it into a wall, but then that’s not portable. The quality is nice and the sound is good. You have to go into a menu to increase or decrease the volume, but I use wireless headphones, and I can adjust the volume there.

",5.0
527,"
Excellent portable monitor!
","

  So far this has been a fantastic portable monitor - very lightweight, easy to use, with a crystal clear picture. A very nice addition to the work from home environment, allowing me to have a second monitor within easy reach no matter when and where I am working. Great product!

",5.0
528,"
Perfect for Travel (Work and Gaming)
","

  My PC build is a super compact Mini ITX (in the LOQUE Ghost S1 form). I built it with travel in mind where I primarily run design and rendering software with gaming on the side. This monitor is slim, compact and perfect for when I travel. It's own protective cover/stand is a nice bonus too. The best portable 1080p 60 Hz monitor I've used thus far.

",5.0
529,"
Very clear picture. Nice bright display
","

  Great portable monitor. Great for gaming and music production. Picture quality is amazing for this price point. Would definitely recommend.

",5.0
530,"
Great monitor!
","

  This monitor is just what I what I was looking for. Great product and fast and easy customer service.

",5.0
531,"
Excellent product !
","

  After using this for more than a month now, I definitely recommend this monitor for mobile work environment especially if you are a programmer like me. Easy to setup, lightweight, makes it easy to use the split screen. Very much satisfied.

",5.0
532,"
HDMI mini is the worst
","

  Constantly disconnecting and the brightness resets itself every time. Unusable.

",1.0
533,"
Feels like quality, looks like quality. Highly recommend.
","

  This thing is fantastic. I had been thinking about getting one of these but now that I am going to be traveling more for business and I am such a "" two monitor person"" I knew I needed something. This thing went on sale for prime day and it is so good that I would pay the current regular price for it. Quality is great. It is very light and folds up and is thinner than my laptop and fits into the pocket with the laptop easily.  Easy hook up with USB-C to USB see and that’s one cable.  Highly recommend.

",5.0
534,"
Great for traveling and remote work!
","

  This monitor fits all my needs: lightweight, easy to use and compatible with my devices.This is what I liked the most:1) I was concerned because I read some comments about the USB-C power cord, but they are long enough to work with without needing to buy any additional accessory.2) I didn't even need to set up anything: just plug and play and the monitor detects by itself the device.3) The monitor arrived before I expected, even if I live in Colombia.4) It looks sober and elegant.5) I also love the portrait mode for navigating into my mail inbox or editing large texts.I strongly recommend to but this KYY monitor to anyone who is looking to boost their productivity!

",5.0
